	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	20	5	14	0.5128205128205128	0.358974358974359	0.1282051282051282
2018-07-07	27	8	4	0.6923076923076923	0.10256410256410256	0.20512820512820512
2018-07-08	5131	1982	1241	0.6141967919559492	0.14855159205171176	0.237251615992339
2018-07-09	5029	1649	1110	0.6457370313302516	0.14252696456086286	0.21173600410888546
2018-07-10	5766	1834	1321	0.6463400964017487	0.14807756977917275	0.2055823338190786
2018-07-11	5706	1653	1179	0.668306394940267	0.13808854532677442	0.19360505973295855
2018-07-12	5797	1826	1134	0.661984697955921	0.12949640287769784	0.2085188991663812
2018-07-13	2549	873	617	0.6310968061401337	0.15276058430304532	0.216142609556821
2018-07-14	384	98	89	0.6725043782837128	0.15586690017513136	0.17162872154115585
2018-07-15	223	85	50	0.6229050279329609	0.13966480446927373	0.23743016759776536
2018-07-16	3408	1051	974	0.6272777471010491	0.1792748021351003	0.19344745076385053
2018-07-17	544	173	143	0.6325581395348837	0.16627906976744186	0.20116279069767443
