	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	22	6	14	0.5238095238095238	0.3333333333333333	0.14285714285714285
2018-07-07	29	9	5	0.6744186046511628	0.11627906976744186	0.20930232558139536
2018-07-08	5145	1993	1247	0.6135957066189625	0.14871794871794872	0.23768634466308886
2018-07-09	5037	1653	1110	0.6457692307692308	0.1423076923076923	0.21192307692307694
2018-07-10	5769	1838	1321	0.6461693548387096	0.14796146953405018	0.20586917562724014
2018-07-11	5710	1657	1179	0.6681488415633045	0.137959279194945	0.19389187924175053
2018-07-12	5801	1828	1134	0.6619879036859523	0.1294077370763437	0.20860435923770398
2018-07-13	2563	877	622	0.6309699655342196	0.1531265386509109	0.21590349581486953
2018-07-14	397	101	92	0.6728813559322034	0.15593220338983052	0.1711864406779661
2018-07-15	235	92	58	0.6103896103896104	0.15064935064935064	0.23896103896103896
2018-07-16	3464	1070	981	0.6281051677243881	0.17787851314596556	0.19401631912964643
2018-07-17	4383	1601	1126	0.6164556962025316	0.15836849507735584	0.22517580872011253
2018-07-18	2412	724	609	0.6440587449933244	0.16261682242990655	0.193324432576769
2018-07-19	3189	951	598	0.6730688054031236	0.1262135922330097	0.2007176023638666
2018-07-20	3435	1052	795	0.65032184778493	0.15051117001135933	0.1991669822037107
2018-07-21	3105	1053	780	0.6287970838396112	0.15795868772782504	0.2132442284325638
2018-07-22	2904	961	875	0.6126582278481013	0.18459915611814345	0.20274261603375526
2018-07-23	2994	987	753	0.632446134347275	0.1590621039290241	0.20849176172370087
2018-07-24	356	114	94	0.6312056737588653	0.16666666666666666	0.20212765957446807
