	Positivos	Negativos	Neutros	%Negativos	%Positivos	%Neutros
count	29.0	29.0	29.0	29.0	29.0	29.0
mean	1241.2758620689656	2490.862068965517	916.7586206896551	0.5416769200318933	0.265267946828091	0.19277750602712126
std	699.4401790284919	1445.523996048737	636.3372115459141	0.03489790820291495	0.02727902478128015	0.04000996104478471
min	21.0	49.0	15.0	0.4370515329419439	0.22433908673803798	0.1564382842159571
25%	1067.0	1904.0	619.0	0.5261108566193312	0.24527507057318218	0.1675513353819337
50%	1372.0	2483.0	826.0	0.5430272762197464	0.25570819656837646	0.17478063398877114
75%	1507.0	3124.0	1175.0	0.5684803001876173	0.2847193469338922	0.21741904679266177
max	2909.0	6145.0	2920.0	0.6112026359143328	0.3274348558270612	0.32612202393039647
