	Positivos	Negativos	Neutros	%Negativos	%Positivos	%Neutros
count	29.0	29.0	29.0	29.0	29.0	29.0
mean	6234.172413793103	8574.206896551725	2927.2413793103447	0.4875265509232996	0.34611195788170274	0.1661749717778329
std	3334.3095351743636	5034.642343512953	2032.243370816252	0.06976872624939004	0.06589782904607128	0.05714240831007561
min	22.0	56.0	18.0	0.3298141383324636	0.22601839684625494	0.11016399521865755
25%	5515.0	7996.0	2039.0	0.4483969535276144	0.31256181886829515	0.12807892001085788
50%	6502.0	8866.0	2789.0	0.48774830109775225	0.3514416929603456	0.1562293576781781
75%	8259.0	9832.0	3786.0	0.5292768860801969	0.3968542003824305	0.17468880720865865
max	13328.0	21254.0	10355.0	0.6355882078261682	0.44537900283711107	0.4156700701292796
