	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
count	22.0	22.0	22.0	22.0	22.0	22.0
mean	7055.863636363636	2663.2272727272725	5432.363636363636	0.47998409602538283	0.3435170083028995	0.1764988956717178
std	3864.1260121355176	2181.58832334474	3171.3552239870505	0.06621137338797259	0.06199205391960698	0.06889179315840967
min	56.0	18.0	22.0	0.3298141383324636	0.22674418604651161	0.11007371007371007
25%	5245.5	1619.5	3123.5	0.4409043908841245	0.3073654822054704	0.14495774655083837
50%	8458.5	2465.5	6253.5	0.4876476698041808	0.3494170250100501	0.1565513534680234
75%	9120.0	3235.25	7666.75	0.5205859179287599	0.3944186193200844	0.18481602890925855
max	14925.0	10355.0	10897.0	0.6114377338321753	0.44020926756352763	0.4156798201597688
