	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	51	15	16	0.6219512195121951	0.1951219512195122	0.18292682926829268
2018-07-07	86	34	34	0.5584415584415584	0.22077922077922077	0.22077922077922077
2018-07-08	8879	3252	8124	0.43836089854356947	0.4010861515675142	0.16055294988891633
2018-07-09	8216	10353	6340	0.32984061985627683	0.2545264763740014	0.4156329037697218
2018-07-10	9969	4999	9455	0.4081808131679155	0.3871350775907956	0.20468410924128894
2018-07-11	9826	3392	8701	0.44828687440120446	0.39696154021625074	0.15475158538254483
2018-07-12	1412	282	1192	0.48925848925848925	0.41302841302841303	0.09771309771309772
