	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
count	7.0	7.0	7.0	7.0	7.0	7.0
mean	1592.0	484.7142857142857	870.2857142857143	0.5478334971374385	0.2814621473273891	0.17070435553517244
std	1422.3774698253158	429.77890218332584	773.176934102778	0.0355553864967815	0.046696131580971544	0.020438991918263382
min	44.0	12.0	16.0	0.49174078780177893	0.2222222222222222	0.15374841168996187
25%	231.5	75.0	154.5	0.5393659864820268	0.25349079025549615	0.16080765131676067
50%	2057.0	618.0	1065.0	0.5402876451221625	0.28781840235661066	0.16619134042001554
75%	2598.0	810.5	1399.5	0.5564814814814816	0.29935101284681964	0.16928030959394674
max	3384.0	992.0	1903.0	0.6111111111111112	0.3545108005082592	0.21481481481481482
