	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	55	18	17	0.6111111111111112	0.18888888888888888	0.2
2018-07-07	90	37	37	0.5487804878048781	0.22560975609756098	0.22560975609756098
2018-07-08	8882	3253	8126	0.4383791520655446	0.4010660875573762	0.1605547603770791
2018-07-09	8216	10353	6340	0.32984061985627683	0.2545264763740014	0.4156329037697218
2018-07-10	9971	4999	9455	0.4082292732855681	0.3871033776867963	0.20466734902763561
2018-07-11	9832	3393	8701	0.44841740399525676	0.39683480799051357	0.15474778801422967
2018-07-12	9462	2250	6167	0.5292242295430393	0.3449298059175569	0.12584596453940378
2018-07-13	4696	2225	3404	0.454818401937046	0.32968523002421307	0.21549636803874092
2018-07-14	1056	380	1167	0.4056857472147522	0.4483288513253938	0.145985401459854
2018-07-15	644	161	323	0.5709219858156028	0.28634751773049644	0.1427304964539007
2018-07-16	2375	565	1477	0.5376952682816392	0.33438985736925514	0.12791487434910573
