	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
count	22.0	22.0	22.0	22.0	22.0	22.0
mean	6.636363636363637	1.5909090909090908	1.6363636363636365	0.6590914269143934	0.20824642529187984	0.13266214779372673
std	3.7739136506316946	2.1080139809125895	1.1769797726729994	0.2579573601792372	0.20153602941787357	0.1671621065141219
min	0.0	0.0	0.0	0.0	0.0	0.0
25%	6.0	0.0	1.0	0.530357142857143	0.14285714285714285	0.0
50%	6.0	0.5	1.0	0.75	0.14285714285714285	0.05
75%	8.5	2.75	2.0	0.8571428571428571	0.21666666666666667	0.2
max	16.0	7.0	5.0	1.0	1.0	0.5
