	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
count	22.0	22.0	22.0	22.0	22.0	22.0
mean	46.54545454545455	11.818181818181818	6.681818181818182	0.6681875708446564	0.13475485542425955	0.19705757373108404
std	37.66737539079633	22.99614121591948	13.705703934724417	0.32153811782962355	0.2171334849119084	0.21697807266927946
min	0.0	0.0	0.0	0.0	0.0	0.0
25%	15.25	2.0	2.0	0.3756684491978609	0.025	0.025
50%	36.5	3.0	2.0	0.7913165266106442	0.042328042328042326	0.03603316326530612
75%	76.0	11.75	4.5	0.95	0.16176470588235295	0.38574660633484165
max	153.0	107.0	56.0	0.9629629629629629	1.0	0.6190476190476191
