	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	49	15	21	0.5764705882352941	0.24705882352941178	0.17647058823529413
2018-07-07	83	33	34	0.5533333333333333	0.22666666666666666	0.22
2018-07-08	2061	619	1067	0.5500400320256205	0.28476114224713106	0.16519882572724848
2018-07-09	2078	643	1138	0.5384814718839077	0.2948950505312257	0.16662347758486654
2018-07-10	3386	981	1903	0.5400318979266348	0.30350877192982456	0.15645933014354066
2018-07-11	3124	993	1661	0.5406715126341295	0.2874697127033576	0.17185877466251298
2018-07-12	2447	728	1423	0.5321879077859939	0.3094823836450631	0.15832970856894302
2018-07-13	1196	426	520	0.5583566760037348	0.24276377217553688	0.19887955182072828
2018-07-14	370	96	140	0.6105610561056105	0.23102310231023102	0.15841584158415842
2018-07-15	303	87	143	0.5684803001876173	0.2682926829268293	0.16322701688555347
2018-07-16	1904	661	1249	0.4992134242265338	0.3274777136864185	0.1733088620870477
2018-07-17	2414	771	1403	0.52615518744551	0.30579773321708803	0.16804707933740193
2018-07-18	2727	826	1370	0.5539305301645339	0.27828559821247206	0.1677838716229941
2018-07-19	1794	534	774	0.5783365570599613	0.2495164410058027	0.172147001934236
2018-07-20	2627	807	1172	0.570343030829353	0.2544507164567955	0.17520625271385148
2018-07-21	2656	837	1152	0.5717976318622174	0.2480086114101184	0.18019375672766416
2018-07-22	2877	926	1497	0.5428301886792453	0.2824528301886792	0.17471698113207548
2018-07-23	2799	957	1397	0.543178730836406	0.27110421113914224	0.18571705802445176
2018-07-24	3039	965	1624	0.5399786780383795	0.2885572139303483	0.1714641080312722
2018-07-25	164	46	81	0.563573883161512	0.27835051546391754	0.15807560137457044
