	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	22	6	14	0.5238095238095238	0.3333333333333333	0.14285714285714285
2018-07-07	29	9	6	0.6590909090909091	0.13636363636363635	0.20454545454545456
2018-07-08	5161	1997	1251	0.6137471756451421	0.14876917588298252	0.23748364847187536
2018-07-09	5039	1654	1111	0.6456945156330087	0.14236289082521783	0.21194259354177344
2018-07-10	5772	1838	1321	0.6462882096069869	0.14791176799910424	0.20580002239390885
2018-07-11	5710	1658	1179	0.6680706680706681	0.13794313794313795	0.193986193986194
2018-07-12	5802	1829	1134	0.6619509412435824	0.1293782087849401	0.20867084997147747
2018-07-13	2563	878	623	0.6306594488188977	0.1532972440944882	0.21604330708661418
2018-07-14	401	103	92	0.6728187919463087	0.15436241610738255	0.17281879194630873
2018-07-15	239	93	58	0.6128205128205129	0.14871794871794872	0.23846153846153847
2018-07-16	3465	1070	981	0.6281725888324873	0.17784626540971718	0.19398114575779551
2018-07-17	4384	1602	1126	0.6164229471316085	0.15832395950506187	0.22525309336332958
2018-07-18	2416	726	610	0.6439232409381663	0.16257995735607675	0.19349680170575692
2018-07-19	3203	958	599	0.6728991596638656	0.12584033613445378	0.20126050420168068
2018-07-20	3441	1053	798	0.6502267573696145	0.15079365079365079	0.1989795918367347
2018-07-21	3113	1055	783	0.6287618662896385	0.15814986871339123	0.2130882649969703
2018-07-22	2916	964	877	0.6129913811225562	0.18435989068740802	0.20264872819003574
2018-07-23	3080	1014	767	0.6336144826167456	0.15778646369059865	0.20859905369265583
2018-07-24	5051	1826	1239	0.6223509117792015	0.1526614095613603	0.22498767865943814
2018-07-25	3590	1117	836	0.6476637200072163	0.15082085513259968	0.201515424860184
2018-07-26	2650	1013	841	0.5883658969804618	0.1867229129662522	0.22491119005328597
2018-07-27	3708	1295	1098	0.6077692181609572	0.1799704966398951	0.2122602851991477
2018-07-28	3969	2074	1422	0.5316811788345613	0.19048894842598793	0.27782987273945076
2018-07-29	3449	1395	905	0.5999304226822056	0.1574186815098278	0.24265089580796662
2018-07-30	4136	1435	1062	0.6235489220563848	0.16010854816824965	0.21634252977536558
2018-07-31	1058	323	262	0.6439440048691418	0.1594643944004869	0.19659160073037127
