	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	27	18	15	0.45	0.25	0.3
2018-07-07	36	11	6	0.6792452830188679	0.11320754716981132	0.20754716981132076
2018-07-08	19068	4985	6005	0.6343735444806707	0.19978042451260897	0.16584603100672035
2018-07-09	20655	5357	6111	0.6429972293994957	0.19023752451514492	0.1667652460853594
2018-07-10	21921	6866	6409	0.6228264575519945	0.18209455619956813	0.19507898624843734
2018-07-11	21252	5707	5306	0.6586703858670386	0.16445064311173097	0.17687897102123043
2018-07-12	22010	6354	5984	0.6407942238267148	0.17421683940840807	0.18498893676487713
2018-07-13	9311	3707	2735	0.5910620199327112	0.1736177236082016	0.23532025645908716
2018-07-14	979	386	278	0.595861229458308	0.16920267802799757	0.23493609251369446
2018-07-15	336	124	95	0.6054054054054054	0.17117117117117117	0.22342342342342342
2018-07-16	11040	3573	5044	0.5616319886045683	0.25660070203998575	0.1817673093554459
2018-07-17	15751	4523	5729	0.6057377994846749	0.220320732223205	0.17394146829212015
2018-07-18	8154	1789	2669	0.6465271170313986	0.21162385030130035	0.14184903266730098
2018-07-19	8648	2462	2742	0.6243141784579844	0.1979497545480797	0.1777360669939359
2018-07-20	10159	2917	3444	0.614951573849879	0.20847457627118643	0.17657384987893462
2018-07-21	8534	2792	3303	0.5833618155718094	0.2257844008476314	0.19085378358055916
2018-07-22	9372	3071	3875	0.5743350900845692	0.23746782693957594	0.18819708297585488
2018-07-23	8754	2332	3406	0.6040574109853712	0.2350262213635109	0.16091636765111786
2018-07-24	14522	5985	4931	0.5708782136960453	0.193843855649029	0.2352779306549257
2018-07-25	11776	3016	3365	0.6485652916230655	0.1853279726827119	0.1661067356942226
2018-07-26	7329	2341	3843	0.5423666099311774	0.2843928069266632	0.1732405831421594
2018-07-27	10592	3942	4281	0.5629550890247144	0.22753122508636725	0.20951368588891842
2018-07-28	13227	4929	5852	0.5509413528823726	0.2437520826391203	0.20530656447850718
2018-07-29	11952	4128	4936	0.5687095546250476	0.2348686714883898	0.19642177388656262
2018-07-30	12432	4563	4672	0.573775788064799	0.21562745188535562	0.2105967600498454
2018-07-31	2656	795	1100	0.5836079982421446	0.24170511975390024	0.17468688200395519
