	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	56	18	18	0.6086956521739131	0.1956521739130435	0.1956521739130435
2018-07-07	92	37	39	0.5476190476190477	0.23214285714285715	0.22023809523809523
2018-07-08	8882	3253	8126	0.4383791520655446	0.4010660875573762	0.1605547603770791
2018-07-09	8216	10354	6340	0.3298273785628262	0.2545162585307106	0.4156563629064633
2018-07-10	9971	4999	9455	0.4082292732855681	0.3871033776867963	0.20466734902763561
2018-07-11	9832	3393	8701	0.44841740399525676	0.39683480799051357	0.15474778801422967
2018-07-12	9464	2250	6167	0.5292768860801969	0.3448912253229685	0.12583188859683464
2018-07-13	4703	2228	3410	0.45479160622763753	0.3297553428101731	0.21545305096218934
2018-07-14	1098	391	1178	0.41169853768278963	0.44169478815148105	0.14660667416572928
2018-07-15	1065	297	541	0.5596426694692591	0.2842879663688912	0.15606936416184972
2018-07-16	8269	1980	5419	0.5277635945876946	0.3458641817717641	0.12637222364054124
2018-07-17	8538	2575	6378	0.4881367560459665	0.3646446744039792	0.1472185695500543
2018-07-18	1600	521	1666	0.4224980195405334	0.4399260628465804	0.13757591761288618
