	Positivos	Negativos	Neutros	%Negativos	%Positivos	%Neutros
2018-08-01	3997	13362	3101	0.6530791788856305	0.1953505581924663	0.1515577426150675
2018-08-02	4510	19572	5925	0.6522478088446029	0.15029499684798966	0.19744864661609507
2018-08-03	3533	13436	4121	0.6370791844476055	0.16751509149464805	0.19539320947093888
2018-08-04	5393	13573	5710	0.5500486302480143	0.21854756800978975	0.23139172285627754
2018-08-05	4196	12577	4276	0.5975105705734239	0.1993387283482677	0.20313735237508554
2018-08-06	3991	17185	3922	0.6847159136186151	0.15901231658842818	0.15626217854763907
2018-08-07	685	3318	554	0.728110599078341	0.15029417801536257	0.12154777964663445
