	Positivos	Negativos	Neutros	%Negativos	%Positivos	%Neutros
2018-08-01	974	4231	1365	0.6439878234398783	0.1482350895597134	0.20773750769962115
2018-08-02	1431	6458	1801	0.6664602683178534	0.1476678622535501	0.18584609880939137
2018-08-03	1049	5241	1479	0.6746041961642425	0.13501208910775583	0.1903521544337539
2018-08-04	1467	5363	1586	0.6372385931558935	0.17429763911806773	0.18843240022337032
2018-08-05	1230	4697	1258	0.6537230340988169	0.17117440491978506	0.17506688765103962
2018-08-06	1136	5322	1362	0.6805626598465473	0.1452559008002293	0.17415040707947438
2018-08-07	162	745	207	0.6687612208258528	0.14533465513339738	0.18568118286784924
