	Positivos	Negativos	Neutros	%Negativos	%Positivos	%Neutros
count	29.0	29.0	29.0	29.0	29.0	29.0
mean	844.9310344827586	3419.5172413793102	1162.2413793103449	0.629232371787332	0.16091669331110128	0.20934228719810213
std	427.7453290247166	1762.3408260583758	619.7624346227013	0.034719041334887055	0.03492431759358434	0.024207149959968543
min	6.0	23.0	6.0	0.5318978199812759	0.12579612334626875	0.1368099323847751
25%	623.0	2651.0	958.0	0.6136930940211577	0.14786795472151598	0.20092226869112367
50%	909.0	3469.0	1117.0	0.6306860093434964	0.1531604140323788	0.2086282116685228
75%	1134.0	5040.0	1658.0	0.6499811106913487	0.16250875071145005	0.21709825683678172
max	1424.0	5803.0	2076.0	0.6729678638941399	0.3215811965811966	0.2776246438419369
