	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-01	0.0	0.0	1.0	0.0	1.0	0.0
2018-07-02	0.0	0.0	1.0	0.0	1.0	0.0
2018-07-03	0.0	0.0	1.0	0.0	1.0	0.0
2018-07-04	0.0	1.0	0.0	0.0	0.0	1.0
2018-07-05	1.0	0.0	1.0	0.5	0.5	0.0
2018-07-06	0.0	1.0	0.0	0.0	0.0	1.0
2018-07-07	0.0	1.0	0.0	0.0	0.0	1.0
2018-07-08	67.0	12.0	6.0	0.788235294117647	0.07058823529411765	0.1411764705882353
2018-07-09	39.0	10.0	8.0	0.6842105263157895	0.14035087719298245	0.17543859649122806
2018-07-10	103.0	20.0	19.0	0.7253521126760564	0.13380281690140844	0.14084507042253522
2018-07-11	44.0	12.0	19.0	0.5866666666666667	0.25333333333333335	0.16
2018-07-12	24.0	11.0	6.0	0.5853658536585366	0.14634146341463414	0.2682926829268293
2018-07-13	488.0	137.0	59.0	0.7134502923976608	0.08625730994152046	0.20029239766081872
2018-07-14	214.0	56.0	39.0	0.6925566343042071	0.1262135922330097	0.18122977346278318
2018-07-15	14.0	5.0	4.0	0.6086956521739131	0.17391304347826086	0.21739130434782608
2018-07-16	146.0	54.0	33.0	0.6266094420600858	0.14163090128755365	0.2317596566523605
2018-07-17	152.0	48.0	34.0	0.6495726495726496	0.1452991452991453	0.20512820512820512
2018-07-18	275.0	94.0	128.0	0.5533199195171026	0.2575452716297787	0.1891348088531187
2018-07-19	16.0	2.0	2.0	0.8	0.1	0.1
