	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	56	18	19	0.6021505376344086	0.20430107526881722	0.1935483870967742
2018-07-07	92	37	39	0.5476190476190477	0.23214285714285715	0.22023809523809523
2018-07-08	8883	3253	8126	0.4384068700029612	0.4010462935544369	0.16054683644260193
2018-07-09	8216	10354	6340	0.3298273785628262	0.2545162585307106	0.4156563629064633
2018-07-10	9971	4999	9455	0.4082292732855681	0.3871033776867963	0.20466734902763561
2018-07-11	9832	3393	8701	0.44841740399525676	0.39683480799051357	0.15474778801422967
2018-07-12	9464	2250	6167	0.5292768860801969	0.3448912253229685	0.12583188859683464
2018-07-13	4703	2228	3410	0.45479160622763753	0.3297553428101731	0.21545305096218934
2018-07-14	1098	392	1178	0.411544227886057	0.44152923538230887	0.1469265367316342
2018-07-15	1067	298	542	0.5595175668589407	0.2842160461457787	0.15626638699528053
2018-07-16	8364	2039	5515	0.5254428948360347	0.34646312350797837	0.12809398165598693
2018-07-17	8618	2592	6414	0.48899228325011346	0.3639355424421244	0.14707217430776215
2018-07-18	8527	2330	7995	0.45231275196265647	0.42409293443666457	0.12359431360067898
2018-07-19	815	216	357	0.5871757925072046	0.25720461095100866	0.15561959654178675
