	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	22	6	14	0.5238095238095238	0.3333333333333333	0.14285714285714285
2018-07-07	29	9	5	0.6744186046511628	0.11627906976744186	0.20930232558139536
2018-07-08	5148	1993	1247	0.6137339055793991	0.14866475917978064	0.23760133524082022
2018-07-09	5038	1653	1110	0.6458146391488271	0.14228945007050378	0.21189591078066913
2018-07-10	5769	1838	1321	0.6461693548387096	0.14796146953405018	0.20586917562724014
2018-07-11	5710	1657	1179	0.6681488415633045	0.137959279194945	0.19389187924175053
2018-07-12	5801	1828	1134	0.6619879036859523	0.1294077370763437	0.20860435923770398
2018-07-13	2563	877	623	0.6308146689638199	0.15333497415702682	0.21585035687915333
2018-07-14	397	101	92	0.6728813559322034	0.15593220338983052	0.1711864406779661
2018-07-15	235	92	58	0.6103896103896104	0.15064935064935064	0.23896103896103896
2018-07-16	3464	1070	981	0.6281051677243881	0.17787851314596556	0.19401631912964643
2018-07-17	4383	1601	1126	0.6164556962025316	0.15836849507735584	0.22517580872011253
2018-07-18	2413	724	609	0.6441537640149493	0.16257341163908168	0.19327282434596904
2018-07-19	3191	953	598	0.6729228173766343	0.12610712779417968	0.200970054829186
2018-07-20	3438	1052	795	0.6505203405865657	0.15042573320719016	0.1990539262062441
2018-07-21	3108	1053	782	0.6287679546833906	0.15820352012947603	0.21302852518713333
2018-07-22	2910	962	877	0.6127605811749842	0.1846704569383028	0.202568961886713
2018-07-23	3051	1004	761	0.6335132890365448	0.15801495016611294	0.2084717607973422
2018-07-24	3409	1183	813	0.6307123034227567	0.15041628122109157	0.2188714153561517
2018-07-25	362	91	66	0.697495183044316	0.12716763005780346	0.17533718689788053
