	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	55	18	18	0.6043956043956044	0.1978021978021978	0.1978021978021978
2018-07-07	92	37	38	0.5508982035928144	0.2275449101796407	0.2215568862275449
2018-07-08	8882	3253	8126	0.4383791520655446	0.4010660875573762	0.1605547603770791
2018-07-09	8216	10353	6340	0.32984061985627683	0.2545264763740014	0.4156329037697218
2018-07-10	9971	4999	9455	0.4082292732855681	0.3871033776867963	0.20466734902763561
2018-07-11	9832	3393	8701	0.44841740399525676	0.39683480799051357	0.15474778801422967
2018-07-12	9464	2250	6167	0.5292768860801969	0.3448912253229685	0.12583188859683464
2018-07-13	4701	2228	3408	0.4547741124117249	0.32968946502853824	0.21553642255973687
2018-07-14	1093	390	1178	0.4107478391582112	0.44269071777527247	0.14656144306651633
2018-07-15	1062	292	539	0.561014263074485	0.28473322768092973	0.1542525092445853
2018-07-16	8256	1977	5413	0.5276748050619967	0.3459670203246836	0.1263581746133197
2018-07-17	1832	397	1056	0.5576864535768645	0.32146118721461187	0.1208523592085236
