	Negativos	Neutros	Positivos	%Negativos	%Positivos	%Neutros
2018-07-06	22	6	14	0.5238095238095238	0.3333333333333333	0.14285714285714285
2018-07-07	29	9	5	0.6744186046511628	0.11627906976744186	0.20930232558139536
2018-07-08	5154	1994	1249	0.6137906395141122	0.1487435989043706	0.23746576158151722
2018-07-09	5039	1653	1111	0.6457772651544278	0.14238113546072023	0.21184159938485198
2018-07-10	5770	1838	1321	0.6462089819688654	0.14794489864486504	0.20584611938626945
2018-07-11	5710	1657	1179	0.6681488415633045	0.137959279194945	0.19389187924175053
2018-07-12	5801	1829	1134	0.6619123687813784	0.12939297124600638	0.20869465997261524
2018-07-13	2563	877	623	0.6308146689638199	0.15333497415702682	0.21585035687915333
2018-07-14	398	101	92	0.6734348561759729	0.155668358714044	0.17089678510998307
2018-07-15	237	93	58	0.6108247422680413	0.14948453608247422	0.23969072164948454
2018-07-16	3465	1070	981	0.6281725888324873	0.17784626540971718	0.19398114575779551
2018-07-17	4384	1601	1126	0.6165096329630151	0.1583462241597525	0.22514414287723244
2018-07-18	2415	725	609	0.6441717791411042	0.16244331821819152	0.19338490264070418
2018-07-19	3191	955	599	0.6724973656480506	0.1262381454162276	0.20126448893572182
2018-07-20	3439	1052	796	0.6504634007944013	0.15055797238509552	0.19897862682050313
2018-07-21	3111	1055	783	0.6286118407759144	0.15821378056172963	0.21317437866235603
2018-07-22	2915	964	877	0.612910008410429	0.1843986543313709	0.20269133725820015
2018-07-23	3074	1013	767	0.6332921302018953	0.1580140090646889	0.20869386073341573
2018-07-24	5049	1822	1238	0.6226415094339622	0.1526698729806388	0.22468861758539893
2018-07-25	3576	1114	833	0.6474741988049972	0.15082382762991128	0.20170197356509142
2018-07-26	2609	999	823	0.5888061385691717	0.18573685398329948	0.22545700744752878
2018-07-27	962	324	291	0.6100190234622701	0.18452758402029168	0.20545339251743816
